,0,coordinates,latitude,longitude,lat_long,coord_tuple
505,LOR 1A TOA PAYOH,"{'address_components': [{'long_name': 'Lorong 1A Toa Payoh', 'short_name': 'Lor 1A Toa Payoh', 'types': ['route']}, {'long_name': 'Toa Payoh', 'short_name': 'Toa Payoh', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Lor 1A Toa Payoh, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3373775, 'lng': 103.8462627}, 'southwest': {'lat': 1.3367773, 'lng': 103.8433641}}, 'location': {'lat': 1.337022, 'lng': 103.8448183}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.338426380291502, 'lng': 103.8462627}, 'southwest': {'lat': 1.335728419708498, 'lng': 103.8433641}}}, 'place_id': 'ChIJ-bP4n0IX2jERDL3-BY-FIIY', 'types': ['route']}",1.337022,103.8448183,1.337022%2C103.8448183,"[None, None]"
506,WOODLANDS AVE 9,"{'address_components': [{'long_name': 'Woodlands Avenue 9', 'short_name': 'Woodlands Ave 9', 'types': ['route']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Woodlands Ave 9, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.4557837, 'lng': 103.8129319}, 'southwest': {'lat': 1.4394643, 'lng': 103.7839552}}, 'location': {'lat': 1.4482076, 'lng': 103.798614}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.4557837, 'lng': 103.8129319}, 'southwest': {'lat': 1.4394643, 'lng': 103.7839552}}}, 'place_id': 'ChIJY9MtqnIT2jER0-5RklEJ594', 'types': ['route']}",1.4482076,103.798614,1.4482076%2C103.798614,"[None, None]"
507,YISHUN CTRL 1,"{'address_components': [{'long_name': 'Yishun Central 1', 'short_name': 'Yishun Central 1', 'types': ['route']}, {'long_name': 'Yishun', 'short_name': 'Yishun', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Yishun Central 1, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.4304967, 'lng': 103.8390162}, 'southwest': {'lat': 1.424476, 'lng': 103.8350308}}, 'location': {'lat': 1.4284719, 'lng': 103.8373172}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.4304967, 'lng': 103.8390162}, 'southwest': {'lat': 1.424476, 'lng': 103.8350308}}}, 'place_id': 'ChIJ5UT5Am8U2jERnoY8WwUeD8s', 'types': ['route']}",1.4284719,103.8373172,1.4284719%2C103.8373172,"[None, None]"
508,LOWER DELTA RD,"{'address_components': [{'long_name': 'Lower Delta Road', 'short_name': 'Lower Delta Rd', 'types': ['route']}, {'long_name': 'Bukit Merah', 'short_name': 'Bukit Merah', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Lower Delta Rd, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.2915364, 'lng': 103.8274226}, 'southwest': {'lat': 1.2704725, 'lng': 103.8212638}}, 'location': {'lat': 1.2806145, 'lng': 103.8238238}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.2915364, 'lng': 103.8274226}, 'southwest': {'lat': 1.2704725, 'lng': 103.8212638}}}, 'place_id': 'ChIJlRs8JX0Z2jERseG4PuiCxfE', 'types': ['route']}",1.2806145,103.8238238,1.2806145%2C103.8238238,"[None, None]"
509,JLN DUA,"{'address_components': [{'long_name': 'Jalan Dua', 'short_name': 'Jln Dua', 'types': ['route']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Jln Dua, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3093193, 'lng': 103.8892064}, 'southwest': {'lat': 1.308417, 'lng': 103.886488}}, 'location': {'lat': 1.3090267, 'lng': 103.887611}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.310217130291502, 'lng': 103.8892064}, 'southwest': {'lat': 1.307519169708498, 'lng': 103.886488}}}, 'place_id': 'ChIJ84PeDT8Y2jERG4o5vS0nxo0', 'types': ['route']}",1.3090267,103.887611,1.3090267%2C103.887611,"[None, None]"
510,WOODLANDS ST 11,"{'address_components': [{'long_name': 'Woodlands Street 11', 'short_name': 'Woodlands Street 11', 'types': ['route']}, {'long_name': 'Woodlands', 'short_name': 'Woodlands', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Woodlands Street 11, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.4345764, 'lng': 103.7761688}, 'southwest': {'lat': 1.432191, 'lng': 103.7752634}}, 'location': {'lat': 1.4334437, 'lng': 103.7756533}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.434732680291502, 'lng': 103.7770650802915}, 'southwest': {'lat': 1.432034719708498, 'lng': 103.7743671197085}}}, 'place_id': 'ChIJO8vWyKwT2jER_Y_WajVfV_c', 'types': ['route']}",1.4334437,103.7756533,1.4334437%2C103.7756533,"[None, None]"
511,ANG MO KIO AVE 2,"{'address_components': [{'long_name': 'Ang Mo Kio Avenue 2', 'short_name': 'Ang Mo Kio Ave 2', 'types': ['route']}, {'long_name': 'Ang Mo Kio', 'short_name': 'Ang Mo Kio', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Ang Mo Kio Ave 2, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3781539, 'lng': 103.8368423}, 'southwest': {'lat': 1.3676198, 'lng': 103.8303209}}, 'location': {'lat': 1.3727518, 'lng': 103.8331481}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3781539, 'lng': 103.8368423}, 'southwest': {'lat': 1.3676198, 'lng': 103.8303209}}}, 'place_id': 'ChIJHwqKpdoW2jERVcp3_jLKBA4', 'types': ['route']}",1.3727518,103.8331481,1.3727518%2C103.8331481,"[None, None]"
512,SELEGIE RD,"{'address_components': [{'long_name': 'Selegie Road', 'short_name': 'Selegie Rd', 'types': ['route']}, {'long_name': 'Rochor', 'short_name': 'Rochor', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Selegie Rd, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3051409, 'lng': 103.8509732}, 'southwest': {'lat': 1.2998437, 'lng': 103.8491615}}, 'location': {'lat': 1.3030725, 'lng': 103.850061}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3051409, 'lng': 103.8514163302915}, 'southwest': {'lat': 1.2998437, 'lng': 103.8487183697085}}}, 'place_id': 'ChIJI1ZGD7wZ2jERGkVP2vAcdpc', 'types': ['route']}",1.3030725,103.850061,1.3030725%2C103.850061,"[None, None]"
513,SIMS AVE,"{'address_components': [{'long_name': 'Sims Avenue', 'short_name': 'Sims Ave', 'types': ['route']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Sims Ave, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3203455, 'lng': 103.9056989}, 'southwest': {'lat': 1.3099843, 'lng': 103.8694543}}, 'location': {'lat': 1.3158411, 'lng': 103.8867027}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3203455, 'lng': 103.9056989}, 'southwest': {'lat': 1.3099843, 'lng': 103.8694543}}}, 'place_id': 'ChIJE8BG9zwY2jER8EWIOg-p4EM', 'types': ['route']}",1.3158411,103.8867027,1.3158411%2C103.8867027,"[None, None]"
514,REDHILL LANE,"{'address_components': [{'long_name': 'Redhill Lane', 'short_name': 'Redhill Ln', 'types': ['route']}, {'long_name': 'Bukit Merah', 'short_name': 'Bukit Merah', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Redhill Ln, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.2883539, 'lng': 103.8194525}, 'southwest': {'lat': 1.2877619, 'lng': 103.8178223}}, 'location': {'lat': 1.2881024, 'lng': 103.8186716}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.289406880291502, 'lng': 103.8199863802915}, 'southwest': {'lat': 1.286708919708498, 'lng': 103.8172884197085}}}, 'place_id': 'ChIJr_M13tQb2jERfJ_8tnDUXyw', 'types': ['route']}",1.2881024,103.8186716,1.2881024%2C103.8186716,"[None, None]"
515,KING GEORGE'S AVE,"{'address_components': [{'long_name': ""King George's Avenue"", 'short_name': ""King George's Ave"", 'types': ['route']}, {'long_name': 'Kallang', 'short_name': 'Kallang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': ""King George's Ave, Singapore"", 'geometry': {'bounds': {'northeast': {'lat': 1.3107792, 'lng': 103.8629312}, 'southwest': {'lat': 1.3065549, 'lng': 103.8585827}}, 'location': {'lat': 1.3088963, 'lng': 103.8606542}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3107792, 'lng': 103.8629312}, 'southwest': {'lat': 1.3065549, 'lng': 103.8585827}}}, 'place_id': 'ChIJN_0owMkZ2jERO8_D4zXYy6U', 'types': ['route']}",1.3088963,103.8606542,1.3088963%2C103.8606542,"[None, None]"
516,PASIR RIS ST 41,"{'address_components': [{'long_name': 'Pasir Ris Street 41', 'short_name': 'Pasir Ris Street 41', 'types': ['route']}, {'long_name': 'Pasir Ris', 'short_name': 'Pasir Ris', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Pasir Ris Street 41, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3739012, 'lng': 103.9608998}, 'southwest': {'lat': 1.371562, 'lng': 103.9566388}}, 'location': {'lat': 1.3727321, 'lng': 103.9588154}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.374080580291502, 'lng': 103.9608998}, 'southwest': {'lat': 1.371382619708498, 'lng': 103.9566388}}}, 'place_id': 'ChIJA2WgnbI92jERHA81EBz5Avc', 'types': ['route']}",1.3727321,103.9588154,1.3727321%2C103.9588154,"[None, None]"
517,PUNGGOL WALK,"{'address_components': [{'long_name': 'Punggol Walk', 'short_name': 'Punggol Walk', 'types': ['route']}, {'long_name': 'Punggol', 'short_name': 'Punggol', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Punggol Walk, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.4094188, 'lng': 103.902799}, 'southwest': {'lat': 1.4006349, 'lng': 103.8973618}}, 'location': {'lat': 1.4045898, 'lng': 103.9002053}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.4094188, 'lng': 103.902799}, 'southwest': {'lat': 1.4006349, 'lng': 103.8973618}}}, 'place_id': 'ChIJhTmdnuQV2jERTD_I2J48LjY', 'types': ['route']}",1.4045898,103.9002053,1.4045898%2C103.9002053,"[None, None]"
518,LIM LIAK ST,"{'address_components': [{'long_name': 'Lim Liak Street', 'short_name': 'Lim Liak St', 'types': ['route']}, {'long_name': 'Bukit Merah', 'short_name': 'Bukit Merah', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Lim Liak St, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.2854962, 'lng': 103.8332193}, 'southwest': {'lat': 1.2849073, 'lng': 103.8301171}}, 'location': {'lat': 1.2852747, 'lng': 103.831512}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.286550730291502, 'lng': 103.8332193}, 'southwest': {'lat': 1.283852769708498, 'lng': 103.8301171}}}, 'place_id': 'ChIJKSpdknkZ2jERx6It0aIN0o4', 'types': ['route']}",1.2852747,103.831512,1.2852747%2C103.831512,"[None, None]"
519,JLN BERSEH,"{'address_components': [{'long_name': 'Jalan Berseh', 'short_name': 'Jln Berseh', 'types': ['route']}, {'long_name': 'Rochor', 'short_name': 'Rochor', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Jln Berseh, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3078122, 'lng': 103.857858}, 'southwest': {'lat': 1.3068557, 'lng': 103.8568615}}, 'location': {'lat': 1.3074013, 'lng': 103.8573245}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.308682930291502, 'lng': 103.8587087302915}, 'southwest': {'lat': 1.305984969708498, 'lng': 103.8560107697085}}}, 'place_id': 'ChIJxyxR77cZ2jERnMGrsAqQSxk', 'types': ['route']}",1.3074013,103.8573245,1.3074013%2C103.8573245,"[None, None]"
520,SENGKANG WEST WAY,"{'address_components': [{'long_name': 'Sengkang West Way', 'short_name': 'Sengkang W Way', 'types': ['route']}, {'long_name': 'Sengkang', 'short_name': 'Sengkang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Sengkang W Way, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3966655, 'lng': 103.8854007}, 'southwest': {'lat': 1.3942677, 'lng': 103.8690919}}, 'location': {'lat': 1.3953829, 'lng': 103.8771791}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.396815580291502, 'lng': 103.8854007}, 'southwest': {'lat': 1.394117619708498, 'lng': 103.8690919}}}, 'place_id': 'ChIJmbaAmXAW2jERjvyO5SlsHdc', 'types': ['route']}",1.3953829,103.8771791,1.3953829%2C103.8771791,"[None, None]"
521,BUANGKOK GREEN,"{'address_components': [{'long_name': 'Buangkok Green', 'short_name': 'Buangkok Green', 'types': ['route']}, {'long_name': 'Hougang', 'short_name': 'Hougang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Buangkok Green, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3825249, 'lng': 103.8890252}, 'southwest': {'lat': 1.3778788, 'lng': 103.8767021}}, 'location': {'lat': 1.3793342, 'lng': 103.8826989}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3825249, 'lng': 103.8890252}, 'southwest': {'lat': 1.3778788, 'lng': 103.8767021}}}, 'place_id': 'ChIJGy2ZVkIW2jER1y4a7HHrKUI', 'types': ['route']}",1.3793342,103.8826989,1.3793342%2C103.8826989,"[None, None]"
522,SEMBAWANG WAY,"{'address_components': [{'long_name': 'Sembawang Way', 'short_name': 'Sembawang Wy', 'types': ['route']}, {'long_name': 'Sembawang', 'short_name': 'Sembawang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Sembawang Wy, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.4501157, 'lng': 103.8216261}, 'southwest': {'lat': 1.4472332, 'lng': 103.8118451}}, 'location': {'lat': 1.4485106, 'lng': 103.8164795}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.4501157, 'lng': 103.8216261}, 'southwest': {'lat': 1.4472332, 'lng': 103.8118451}}}, 'place_id': 'ChIJn9Ivs3wT2jERtL4f7dpyxyg', 'types': ['route']}",1.4485106,103.8164795,1.4485106%2C103.8164795,"[None, None]"
523,PUNGGOL WAY,"{'address_components': [{'long_name': 'Punggol Way', 'short_name': 'Punggol Wy', 'types': ['route']}, {'long_name': 'Punggol', 'short_name': 'Punggol', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Punggol Wy, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.4176222, 'lng': 103.9114989}, 'southwest': {'lat': 1.4000616, 'lng': 103.8955494}}, 'location': {'lat': 1.4105803, 'lng': 103.8997945}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.4176222, 'lng': 103.9114989}, 'southwest': {'lat': 1.4000616, 'lng': 103.8955494}}}, 'place_id': 'ChIJ25FbMuQV2jERvE8q6c57WtA', 'types': ['route']}",1.4105803,103.8997945,1.4105803%2C103.8997945,"[None, None]"
524,YISHUN ST 31,"{'address_components': [{'long_name': 'Yishun Street 31', 'short_name': 'Yishun Street 31', 'types': ['route']}, {'long_name': 'Yishun', 'short_name': 'Yishun', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Yishun Street 31, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.4326354, 'lng': 103.8473498}, 'southwest': {'lat': 1.4305944, 'lng': 103.8444511}}, 'location': {'lat': 1.4316202, 'lng': 103.8460726}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.432963880291502, 'lng': 103.8473498}, 'southwest': {'lat': 1.430265919708498, 'lng': 103.8444511}}}, 'place_id': 'ChIJbes0cl0U2jER7lnmGR6umcM', 'types': ['route']}",1.4316202,103.8460726,1.4316202%2C103.8460726,"[None, None]"
525,TECK WHYE CRES,"{'address_components': [{'long_name': 'Teck Whye Crescent', 'short_name': 'Teck Whye Cres', 'types': ['route']}, {'long_name': 'Choa Chu Kang', 'short_name': 'Choa Chu Kang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Teck Whye Cres, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3833376, 'lng': 103.7557089}, 'southwest': {'lat': 1.380963, 'lng': 103.7499156}}, 'location': {'lat': 1.3826387, 'lng': 103.7528938}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.383499280291502, 'lng': 103.7557089}, 'southwest': {'lat': 1.380801319708498, 'lng': 103.7499156}}}, 'place_id': 'ChIJn9QnjL8R2jERmFbkLsCsZdc', 'types': ['route']}",1.3826387,103.7528938,1.3826387%2C103.7528938,"[None, None]"
526,KRETA AYER RD,"{'address_components': [{'long_name': 'Kreta Ayer Road', 'short_name': 'Kreta Ayer Rd', 'types': ['route']}, {'long_name': 'Outram', 'short_name': 'Outram', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Kreta Ayer Rd, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.2822293, 'lng': 103.8428206}, 'southwest': {'lat': 1.2798098, 'lng': 103.8415468}}, 'location': {'lat': 1.2810807, 'lng': 103.8421525}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.282368530291502, 'lng': 103.8435326802915}, 'southwest': {'lat': 1.279670569708498, 'lng': 103.8408347197085}}}, 'place_id': 'ChIJzz-N9HIZ2jEROoMRQa15_QE', 'types': ['route']}",1.2810807,103.8421525,1.2810807%2C103.8421525,"[None, None]"
527,MONTREAL LINK,"{'address_components': [{'long_name': 'Montreal Link', 'short_name': 'Montreal Link', 'types': ['route']}, {'long_name': 'Sembawang', 'short_name': 'Sembawang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}, {'long_name': '752106', 'short_name': '752106', 'types': ['postal_code']}], 'formatted_address': 'Montreal Link, Singapore 752106', 'geometry': {'bounds': {'northeast': {'lat': 1.4514067, 'lng': 103.8277848}, 'southwest': {'lat': 1.4500028, 'lng': 103.8261093}}, 'location': {'lat': 1.4506809, 'lng': 103.8269458}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.452053730291502, 'lng': 103.8282960302915}, 'southwest': {'lat': 1.449355769708498, 'lng': 103.8255980697085}}}, 'place_id': 'ChIJBdqRhpwU2jERFj31q63fWEs', 'types': ['route']}",1.4506809,103.8269458,1.4506809%2C103.8269458,"[None, None]"
528,UPP SERANGOON CRES,"{'address_components': [{'long_name': 'Upper Serangoon Crescent', 'short_name': 'Upper Serangoon Cres', 'types': ['route']}, {'long_name': 'Hougang', 'short_name': 'Hougang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Upper Serangoon Cres, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3783442, 'lng': 103.9031615}, 'southwest': {'lat': 1.3745391, 'lng': 103.8991742}}, 'location': {'lat': 1.3773161, 'lng': 103.9005506}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3783442, 'lng': 103.9031615}, 'southwest': {'lat': 1.3745391, 'lng': 103.8991742}}}, 'place_id': 'ChIJjZMRFjsW2jER7AOJBZZgrMA', 'types': ['route']}",1.3773161,103.9005506,1.3773161%2C103.9005506,"[None, None]"
529,SUMANG LINK,"{'address_components': [{'long_name': 'Sumang Link', 'short_name': 'Sumang Link', 'types': ['route']}, {'long_name': 'Punggol', 'short_name': 'Punggol', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Sumang Link, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.4117871, 'lng': 103.9024365}, 'southwest': {'lat': 1.4091189, 'lng': 103.8977243}}, 'location': {'lat': 1.4104442, 'lng': 103.9001695}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.411801980291502, 'lng': 103.9024365}, 'southwest': {'lat': 1.409104019708498, 'lng': 103.8977243}}}, 'place_id': 'ChIJqxJpf-8V2jERJb0HwG_enSQ', 'types': ['route']}",1.4104442,103.9001695,1.4104442%2C103.9001695,"[None, None]"
530,SENGKANG EAST AVE,"{'address_components': [{'long_name': 'Sengkang East Avenue', 'short_name': 'Sengkang E Ave', 'types': ['route']}, {'long_name': 'Sengkang', 'short_name': 'Sengkang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Sengkang E Ave, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3919397, 'lng': 103.903524}, 'southwest': {'lat': 1.3812618, 'lng': 103.8825012}}, 'location': {'lat': 1.3866378, 'lng': 103.8934541}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3919397, 'lng': 103.903524}, 'southwest': {'lat': 1.3812618, 'lng': 103.8825012}}}, 'place_id': 'ChIJMRgAZ2sW2jERdozz9c8O0bc', 'types': ['route']}",1.3866378,103.8934541,1.3866378%2C103.8934541,"[None, None]"
531,YISHUN AVE 1,"{'address_components': [{'long_name': 'Yishun Avenue 1', 'short_name': 'Yishun Ave 1', 'types': ['route']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Yishun Ave 1, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.4296783, 'lng': 103.8651056}, 'southwest': {'lat': 1.4063123, 'lng': 103.8216261}}, 'location': {'lat': 1.4177464, 'lng': 103.8461516}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.4296783, 'lng': 103.8651056}, 'southwest': {'lat': 1.4063123, 'lng': 103.8216261}}}, 'place_id': 'ChIJBxOxdRUU2jERmLnKZf81BP8', 'types': ['route']}",1.4177464,103.8461516,1.4177464%2C103.8461516,"[None, None]"
532,ANCHORVALE CRES,"{'address_components': [{'long_name': 'Anchorvale Crescent', 'short_name': 'Anchorvale Cres', 'types': ['route']}, {'long_name': 'Sengkang', 'short_name': 'Sengkang', 'types': ['neighborhood', 'political']}, {'long_name': 'Singapore', 'short_name': 'Singapore', 'types': ['locality', 'political']}, {'long_name': 'Singapore', 'short_name': 'SG', 'types': ['country', 'political']}], 'formatted_address': 'Anchorvale Cres, Singapore', 'geometry': {'bounds': {'northeast': {'lat': 1.3995277, 'lng': 103.8940996}, 'southwest': {'lat': 1.3964946, 'lng': 103.8868505}}, 'location': {'lat': 1.398666, 'lng': 103.8907686}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.3995277, 'lng': 103.8940996}, 'southwest': {'lat': 1.3964946, 'lng': 103.8868505}}}, 'place_id': 'ChIJJT8OZgsW2jERBX2DDQBsrB4', 'types': ['route']}",1.398666,103.8907686,1.398666%2C103.8907686,"[None, None]"
